Treatment,Replicate,Settling,Number,Transfer
GAL,7,no,3,12
GAL,7,no,2,12
GAL,7,no,7,12
GAL,7,no,3,12
GAL,7,no,3,12
GAL,7,no,4,12
GAL,7,no,2,12
GAL,7,no,2,12
GAL,7,no,5,12
GAL,7,no,10,12
GAL,7,no,8,12
GAL,7,no,2,12
GAL,7,no,2,12
GAL,7,no,2,12
GAL,7,no,2,12
GAL,7,no,2,12
GAL,7,no,3,12
GAL,7,no,4,12
GAL,7,no,4,12
GAL,7,no,4,12
GAL,8,no,5,12
GAL,8,no,2,12
GAL,8,no,7,12
GAL,8,no,3,12
GAL,8,no,6,12
GAL,8,no,3,12
GAL,8,no,3,12
GAL,8,no,4,12
GAL,8,no,4,12
GAL,8,no,1,12
GAL,8,no,11,12
GAL,8,no,5,12
GAL,8,no,1,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,4,12
GAL,8,no,5,12
GAL,8,no,3,12
GAL,8,no,6,12
GAL,8,no,5,12
GAL,8,no,3,12
GAL,8,no,4,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,4,12
GAL,8,no,4,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,24,12
GAL,8,no,14,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,3,12
GAL,8,no,4,12
GAL,8,no,3,12
GAL,8,no,4,12
GAL,8,no,2,12
GAL,8,no,11,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,4,12
GAL,8,no,3,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,4,12
GAL,8,no,4,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,7,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,3,12
GAL,8,no,4,12
GAL,8,no,3,12
GAL,8,no,1,12
GAL,8,no,3,12
GAL,8,no,1,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,8,12
GAL,8,no,3,12
GAL,8,no,1,12
GAL,8,no,13,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,3,12
GAL,8,no,2,12
GAL,8,no,4,12
GAL,8,no,5,12
GAL,8,no,3,12
GAL,8,no,5,12
GAL,8,no,3,12
GAL,8,no,1,12
GAL,8,no,3,12
GAL,8,no,3,12
GAL,8,no,8,12
GALSET,5,yes,9,12
GALSET,5,yes,8,12
GALSET,5,yes,5,12
GALSET,5,yes,2,12
GALSET,5,yes,3,12
GALSET,5,yes,10,12
GALSET,5,yes,5,12
GALSET,5,yes,13,12
GALSET,5,yes,1,12
GALSET,5,yes,6,12
GALSET,5,yes,10,12
GALSET,5,yes,6,12
GALSET,5,yes,9,12
GALSET,5,yes,7,12
GALSET,5,yes,4,12
GALSET,5,yes,5,12
GALSET,5,yes,3,12
GALSET,5,yes,8,12
GALSET,5,yes,36,12
GALSET,5,yes,4,12
GALSET,5,yes,32,12
GALSET,5,yes,5,12
GALSET,5,yes,4,12
GALSET,5,yes,7,12
GALSET,5,yes,7,12
GALSET,5,yes,4,12
GALSET,5,yes,2,12
GALSET,5,yes,4,12
GALSET,5,yes,3,12
GALSET,5,yes,12,12
GALSET,5,yes,4,12
GALSET,5,yes,2,12
GALSET,5,yes,4,12
GALSET,5,yes,18,12
GALSET,5,yes,8,12
GALSET,5,yes,32,12
GALSET,5,yes,10,12
GALSET,5,yes,3,12
GALSET,5,yes,6,12
GALSET,5,yes,4,12
GALSET,5,yes,7,12
GALSET,5,yes,41,12
GALSET,5,yes,6,12
GALSET,5,yes,13,12
GALSET,5,yes,4,12
GALSET,5,yes,4,12
GALSET,5,yes,3,12
GALSET,5,yes,10,12
GALSET,5,yes,17,12
GALSET,5,yes,7,12
GALSET,5,yes,2,12
GALSET,5,yes,8,12
GALSET,5,yes,12,12
GALSET,5,yes,23,12
GALSET,5,yes,8,12
GALSET,5,yes,2,12
GALSET,5,yes,3,12
GALSET,5,yes,2,12
GALSET,5,yes,3,12
GALSET,5,yes,33,12
GALSET,5,yes,6,12
GALSET,5,yes,5,12
GALSET,5,yes,3,12
GALSET,5,yes,2,12
GALSET,5,yes,20,12
GALSET,5,yes,4,12
GALSET,5,yes,3,12
GALSET,5,yes,2,12
GALSET,5,yes,10,12
GALSET,5,yes,4,12
GALSET,5,yes,7,12
GALSET,5,yes,3,12
GALSET,5,yes,4,12
GALSET,5,yes,2,12
GALSET,5,yes,5,12
GALSET,5,yes,6,12
GALSET,5,yes,5,12
GALSET,5,yes,8,12
GALSET,5,yes,3,12
GALSET,5,yes,26,12
GALSET,5,yes,15,12
GALSET,5,yes,15,12
GALSET,5,yes,5,12
GALSET,5,yes,5,12
GALSET,5,yes,10,12
GALSET,5,yes,8,12
GALSET,5,yes,19,12
GALSET,5,yes,6,12
GALSET,5,yes,3,12
GALSET,5,yes,1,12
GALSET,5,yes,3,12
GALSET,5,yes,2,12
GALSET,5,yes,5,12
GALSET,5,yes,4,12
GALSET,5,yes,6,12
GALSET,5,yes,4,12
GALSET,5,yes,20,12
GALSET,5,yes,6,12
GALSET,5,yes,4,12
GALSET,5,yes,3,12
GALSET,6,yes,5,12
GALSET,6,yes,7,12
GALSET,6,yes,3,12
GALSET,6,yes,2,12
GALSET,6,yes,22,12
GALSET,6,yes,12,12
GALSET,6,yes,4,12
GALSET,6,yes,4,12
GALSET,6,yes,2,12
GALSET,6,yes,4,12
GALSET,6,yes,5,12
GALSET,6,yes,5,12
GALSET,6,yes,2,12
GALSET,6,yes,37,12
GALSET,6,yes,3,12
GALSET,6,yes,11,12
GALSET,6,yes,3,12
GALSET,6,yes,23,12
GALSET,6,yes,11,12
GALSET,6,yes,4,12
GALSET,6,yes,4,12
GALSET,6,yes,2,12
GALSET,6,yes,1,12
GALSET,6,yes,2,12
GALSET,6,yes,3,12
GALSET,6,yes,7,12
GALSET,6,yes,10,12
GALSET,6,yes,3,12
GALSET,6,yes,7,12
GALSET,6,yes,13,12
GALSET,6,yes,4,12
GALSET,6,yes,2,12
GALSET,6,yes,3,12
GALSET,6,yes,3,12
GALSET,6,yes,4,12
GALSET,6,yes,4,12
GALSET,6,yes,2,12
GALSET,6,yes,17,12
GALSET,6,yes,4,12
GALSET,6,yes,8,12
GALSET,6,yes,3,12
GALSET,6,yes,7,12
GALSET,6,yes,5,12
GALSET,6,yes,1,12
GALSET,6,yes,15,12
GALSET,6,yes,13,12
GALSET,6,yes,6,12
GALSET,6,yes,7,12
GALSET,6,yes,3,12
GALSET,6,yes,3,12
GALSET,6,yes,4,12
GALSET,6,yes,4,12
GALSET,6,yes,5,12
GALSET,6,yes,3,12
GALSET,6,yes,3,12
GALSET,6,yes,5,12
GALSET,6,yes,6,12
GALSET,6,yes,8,12
GALSET,6,yes,17,12
GALSET,6,yes,6,12
GALSET,6,yes,6,12
GALSET,6,yes,12,12
GALSET,6,yes,2,12
GALSET,6,yes,8,12
GALSET,6,yes,3,12
GALSET,6,yes,9,12
GALSET,6,yes,5,12
GALSET,6,yes,4,12
GALSET,6,yes,1,12
GALSET,6,yes,5,12
GALSET,6,yes,2,12
GALSET,6,yes,6,12
GALSET,6,yes,3,12
GALSET,6,yes,17,12
GALSET,6,yes,4,12
GALSET,6,yes,10,12
GALSET,6,yes,4,12
GALSET,6,yes,3,12
GALSET,6,yes,10,12
GALSET,6,yes,4,12
GALSET,6,yes,4,12
GALSET,6,yes,7,12
GALSET,6,yes,14,12
GALSET,6,yes,3,12
GALSET,6,yes,14,12
GALSET,6,yes,4,12
GALSET,6,yes,2,12
GALSET,6,yes,2,12
GALSET,6,yes,13,12
GALSET,6,yes,3,12
GALSET,6,yes,9,12
GALSET,6,yes,16,12
GALSET,6,yes,6,12
GALSET,6,yes,9,12
GALSET,6,yes,7,12
GALSET,6,yes,6,12
GALSET,6,yes,2,12
GALSET,6,yes,11,12
GALSET,6,yes,4,12
GALSET,6,yes,1,12
GALSET,7,yes,6,12
GALSET,7,yes,5,12
GALSET,7,yes,1,12
GALSET,7,yes,6,12
GALSET,7,yes,24,12
GALSET,7,yes,5,12
GALSET,7,yes,4,12
GALSET,7,yes,7,12
GALSET,7,yes,4,12
GALSET,7,yes,3,12
GALSET,7,yes,6,12
GALSET,7,yes,16,12
GALSET,7,yes,3,12
GALSET,7,yes,6,12
GALSET,7,yes,19,12
GALSET,7,yes,5,12
GALSET,7,yes,3,12
GALSET,7,yes,1,12
GALSET,7,yes,7,12
GALSET,7,yes,48,12
GALSET,7,yes,12,12
GALSET,7,yes,40,12
GALSET,7,yes,3,12
GALSET,7,yes,5,12
GALSET,7,yes,3,12
GALSET,7,yes,5,12
GALSET,7,yes,1,12
GALSET,7,yes,55,12
GALSET,7,yes,4,12
GALSET,7,yes,30,12
GALSET,7,yes,10,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,7,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,2,12
GALSET,7,yes,4,12
GALSET,7,yes,3,12
GALSET,7,yes,9,12
GALSET,7,yes,19,12
GALSET,7,yes,11,12
GALSET,7,yes,5,12
GALSET,7,yes,9,12
GALSET,7,yes,1,12
GALSET,7,yes,6,12
GALSET,7,yes,24,12
GALSET,7,yes,5,12
GALSET,7,yes,16,12
GALSET,7,yes,3,12
GALSET,7,yes,4,12
GALSET,7,yes,4,12
GALSET,7,yes,2,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,4,12
GALSET,7,yes,6,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,3,12
GALSET,7,yes,15,12
GALSET,7,yes,13,12
GALSET,7,yes,46,12
GALSET,7,yes,21,12
GALSET,7,yes,14,12
GALSET,7,yes,4,12
GALSET,7,yes,13,12
GALSET,7,yes,1,12
GALSET,7,yes,7,12
GALSET,7,yes,7,12
GALSET,7,yes,57,12
GALSET,7,yes,8,12
GALSET,7,yes,6,12
GALSET,7,yes,5,12
GALSET,7,yes,16,12
GALSET,7,yes,4,12
GALSET,7,yes,2,12
GALSET,7,yes,44,12
GALSET,7,yes,8,12
GALSET,7,yes,13,12
GALSET,7,yes,4,12
GALSET,7,yes,2,12
GALSET,7,yes,5,12
GALSET,7,yes,8,12
GALSET,7,yes,6,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,6,12
GALSET,7,yes,14,12
GALSET,7,yes,3,12
GALSET,7,yes,1,12
GALSET,7,yes,10,12
GALSET,7,yes,14,12
GALSET,7,yes,3,12
GALSET,7,yes,2,12
GALSET,7,yes,5,12
GALSET,7,yes,2,12
GALSET,7,yes,10,12
GALSET,7,yes,4,12
GALSET,7,yes,15,12
GALSET,8,yes,12,12
GALSET,8,yes,14,12
GALSET,8,yes,4,12
GALSET,8,yes,3,12
GALSET,8,yes,2,12
GALSET,8,yes,13,12
GALSET,8,yes,4,12
GALSET,8,yes,5,12
GALSET,8,yes,3,12
GALSET,8,yes,4,12
GALSET,8,yes,1,12
GALSET,8,yes,2,12
GALSET,8,yes,7,12
GALSET,8,yes,4,12
GALSET,8,yes,1,12
GALSET,8,yes,4,12
GALSET,8,yes,18,12
GALSET,8,yes,3,12
GALSET,8,yes,4,12
GALSET,8,yes,6,12
GALSET,8,yes,21,12
GALSET,8,yes,4,12
GALSET,8,yes,5,12
GALSET,8,yes,5,12
GALSET,8,yes,4,12
GALSET,8,yes,3,12
GALSET,8,yes,25,12
GALSET,8,yes,2,12
GALSET,8,yes,6,12
GALSET,8,yes,11,12
GALSET,8,yes,9,12
GALSET,8,yes,2,12
GALSET,8,yes,4,12
GALSET,8,yes,6,12
GALSET,8,yes,3,12
GALSET,8,yes,3,12
GALSET,8,yes,3,12
GALSET,8,yes,5,12
GALSET,8,yes,16,12
GALSET,8,yes,9,12
GALSET,8,yes,12,12
GALSET,8,yes,5,12
GALSET,8,yes,7,12
GALSET,8,yes,3,12
GALSET,8,yes,13,12
GALSET,8,yes,6,12
GALSET,8,yes,16,12
GALSET,8,yes,2,12
GALSET,8,yes,1,12
GALSET,8,yes,2,12
GALSET,8,yes,8,12
GALSET,8,yes,4,12
GALSET,8,yes,6,12
GALSET,8,yes,15,12
GALSET,8,yes,2,12
GALSET,8,yes,3,12
GALSET,8,yes,17,12
GALSET,8,yes,3,12
GALSET,8,yes,2,12
GALSET,8,yes,6,12
GALSET,8,yes,2,12
GALSET,8,yes,2,12
GALSET,8,yes,21,12
GALSET,8,yes,9,12
GALSET,8,yes,1,12
GALSET,8,yes,2,12
GALSET,8,yes,10,12
GALSET,8,yes,9,12
GALSET,8,yes,1,12
GALSET,8,yes,15,12
GALSET,8,yes,14,12
GALSET,8,yes,3,12
GALSET,8,yes,1,12
GALSET,8,yes,14,12
GALSET,8,yes,2,12
GALSET,8,yes,5,12
GALSET,8,yes,12,12
GALSET,8,yes,5,12
GALSET,8,yes,2,12
GALSET,8,yes,5,12
GALSET,8,yes,4,12
GALSET,8,yes,2,12
GALSET,8,yes,5,12
GALSET,8,yes,19,12
GALSET,8,yes,10,12
GALSET,8,yes,6,12
GALSET,8,yes,3,12
GALSET,8,yes,3,12
GALSET,8,yes,3,12
GALSET,8,yes,1,12
GALSET,8,yes,7,12
GALSET,8,yes,3,12
GALSET,8,yes,24,12
GALSET,8,yes,20,12
GALSET,8,yes,4,12
GALSET,8,yes,4,12
GALSET,8,yes,31,12
GALSET,8,yes,12,12
GALSET,8,yes,1,12
GALSET,8,yes,5,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,4,12
YPD,5,no,1,12
YPD,5,no,5,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,3,12
YPD,5,no,4,12
YPD,5,no,4,12
YPD,5,no,3,12
YPD,5,no,2,12
YPD,5,no,4,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,5,12
YPD,5,no,1,12
YPD,5,no,4,12
YPD,5,no,6,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,3,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,4,12
YPD,5,no,4,12
YPD,5,no,4,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,5,12
YPD,5,no,5,12
YPD,5,no,3,12
YPD,5,no,4,12
YPD,5,no,2,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,3,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,4,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,1,12
YPD,5,no,4,12
YPD,5,no,2,12
YPD,5,no,3,12
YPD,5,no,4,12
YPD,5,no,4,12
YPD,5,no,1,12
YPD,5,no,4,12
YPD,5,no,4,12
YPD,5,no,2,12
YPD,5,no,5,12
YPD,5,no,2,12
YPD,5,no,1,12
YPD,5,no,3,12
YPD,5,no,1,12
YPD,5,no,6,12
YPD,5,no,2,12
YPD,5,no,6,12
YPD,5,no,1,12
YPD,5,no,4,12
YPD,5,no,2,12
YPD,6,no,4,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,5,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,3,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,4,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,5,12
YPD,6,no,2,12
YPD,6,no,2,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,9,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,3,12
YPD,6,no,5,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,4,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,4,12
YPD,6,no,5,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,3,12
YPD,6,no,4,12
YPD,6,no,3,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,2,12
YPD,6,no,4,12
YPD,6,no,2,12
YPD,6,no,3,12
YPD,6,no,5,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,6,no,4,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,1,12
YPD,6,no,7,12
YPD,6,no,2,12
YPD,6,no,2,12
YPD,6,no,4,12
YPD,6,no,2,12
YPD,6,no,2,12
YPD,6,no,1,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,4,12
YPD,6,no,1,12
YPD,6,no,2,12
YPD,7,no,4,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,5,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,4,12
YPD,7,no,1,12
YPD,7,no,4,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,4,12
YPD,7,no,4,12
YPD,7,no,3,12
YPD,7,no,4,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,4,12
YPD,7,no,4,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,4,12
YPD,7,no,1,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,4,12
YPD,7,no,3,12
YPD,7,no,3,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,3,12
YPD,7,no,4,12
YPD,7,no,3,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,7,no,3,12
YPD,7,no,3,12
YPD,7,no,7,12
YPD,7,no,3,12
YPD,7,no,4,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,4,12
YPD,7,no,2,12
YPD,7,no,3,12
YPD,7,no,3,12
YPD,7,no,4,12
YPD,7,no,1,12
YPD,7,no,3,12
YPD,7,no,2,12
YPD,7,no,2,12
YPD,7,no,1,12
YPD,7,no,5,12
YPD,7,no,9,12
YPD,7,no,6,12
YPD,7,no,4,12
YPD,7,no,3,12
YPD,7,no,3,12
YPD,7,no,4,12
YPD,7,no,4,12
YPD,7,no,1,12
YPD,7,no,1,12
YPD,8,no,5,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,4,12
YPD,8,no,4,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,4,12
YPD,8,no,3,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,3,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,4,12
YPD,8,no,1,12
YPD,8,no,5,12
YPD,8,no,7,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,6,12
YPD,8,no,2,12
YPD,8,no,3,12
YPD,8,no,2,12
YPD,8,no,4,12
YPD,8,no,2,12
YPD,8,no,8,12
YPD,8,no,3,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,4,12
YPD,8,no,1,12
YPD,8,no,4,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,5,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,5,12
YPD,8,no,4,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,3,12
YPD,8,no,2,12
YPD,8,no,4,12
YPD,8,no,5,12
YPD,8,no,2,12
YPD,8,no,4,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,2,12
YPD,8,no,3,12
YPD,8,no,6,12
YPD,8,no,3,12
YPD,8,no,3,12
YPD,8,no,2,12
YPD,8,no,4,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,5,12
YPD,8,no,5,12
YPD,8,no,1,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,1,12
YPD,8,no,2,12
YPD,8,no,2,12
YPD,8,no,2,12
YPD,8,no,3,12
YPD,8,no,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,4,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,5,12
YPDSET,5,yes,8,12
YPDSET,5,yes,3,12
YPDSET,5,yes,4,12
YPDSET,5,yes,3,12
YPDSET,5,yes,4,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,3,12
YPDSET,5,yes,1,12
YPDSET,5,yes,5,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,4,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,4,12
YPDSET,5,yes,4,12
YPDSET,5,yes,2,12
YPDSET,5,yes,5,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,4,12
YPDSET,5,yes,3,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,4,12
YPDSET,5,yes,3,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,4,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,4,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,4,12
YPDSET,5,yes,1,12
YPDSET,5,yes,5,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,6,12
YPDSET,5,yes,3,12
YPDSET,5,yes,5,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,4,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,1,12
YPDSET,5,yes,5,12
YPDSET,5,yes,3,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,1,12
YPDSET,5,yes,1,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,3,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,5,12
YPDSET,5,yes,2,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,5,yes,3,12
YPDSET,5,yes,2,12
YPDSET,5,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,1,12
YPDSET,6,yes,3,12
YPDSET,6,yes,4,12
YPDSET,6,yes,1,12
YPDSET,6,yes,5,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,5,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,2,12
YPDSET,6,yes,3,12
YPDSET,6,yes,2,12
YPDSET,6,yes,4,12
YPDSET,6,yes,2,12
YPDSET,6,yes,1,12
YPDSET,6,yes,3,12
YPDSET,6,yes,5,12
YPDSET,6,yes,4,12
YPDSET,6,yes,1,12
